,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
6063,6063,F,N,Y,A,130500.0,Working,Secondary / secondary special,Married,House / apartment,37,5488.0,A,N,N,N,B,B,39.0,2.0
6064,6064,F,Y,Y,A,259500.0,Commercial associate,Higher education,Married,House / apartment,34,456.0,A,N,N,N,D,B,54.0,2.0
6065,6065,F,N,Y,A,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,39,302.0,A,N,N,N,A,A,36.0,0.0
6066,6066,F,Y,Y,A,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,1936.0,A,N,N,N,B,B,45.0,2.0
6067,6067,M,Y,N,A,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,2877.0,B,Y,N,N,B,A,18.0,2.0
6068,6068,M,N,Y,A,270000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,31,195.0,B,N,N,Y,B,A,18.0,2.0
6069,6069,F,Y,Y,D,126000.0,Working,Higher education,Married,House / apartment,41,122.0,A,N,N,N,D,D,5.0,1.0
6070,6070,F,N,Y,A,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,A,N,N,N,A,A,35.0,0.0
6071,6071,F,N,Y,A,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,2320.0,A,N,N,N,B,B,58.0,2.0
6072,6072,F,N,Y,B,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,2867.0,B,Y,N,N,C,B,60.0,2.0
6073,6073,F,Y,N,A,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0.0,A,N,N,N,A,B,14.0,2.0
6074,6074,F,N,N,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,41,1016.0,A,N,N,N,B,B,9.0,2.0
6075,6075,F,N,Y,A,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,A,N,N,N,A,B,40.0,2.0
6076,6076,F,N,Y,A,157500.0,Working,Incomplete higher,Married,House / apartment,29,3880.0,C,N,Y,Y,B,B,30.0,2.0
6077,6077,M,N,Y,A,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,43,1100.0,A,N,N,N,B,A,20.0,1.0
6078,6078,F,N,Y,A,171000.0,Pensioner,Higher education,Single / not married,House / apartment,59,0.0,A,N,N,N,A,A,8.0,2.0
6079,6079,F,Y,Y,B,259500.0,Working,Secondary / secondary special,Single / not married,House / apartment,35,2330.0,A,N,N,N,B,B,20.0,2.0
6080,6080,F,N,Y,A,121500.0,Commercial associate,Higher education,Married,House / apartment,46,1410.0,B,N,Y,N,B,B,39.0,2.0
6081,6081,M,N,N,A,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,25,164.0,B,Y,N,N,C,B,25.0,0.0
6082,6082,M,N,Y,B,112500.0,State servant,Secondary / secondary special,Married,House / apartment,38,232.0,A,N,N,N,B,C,27.0,2.0
6083,6083,F,N,Y,A,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,64,0.0,A,N,N,N,A,A,44.0,2.0
6084,6084,F,Y,Y,B,157500.0,Working,Higher education,Single / not married,House / apartment,40,1534.0,A,N,N,N,A,B,18.0,2.0
6085,6085,M,Y,Y,B,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,1190.0,B,N,Y,N,D,C,32.0,1.0
6086,6086,F,Y,N,B,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,27,1651.0,A,N,N,N,B,B,1.0,1.0
6087,6087,F,Y,Y,A,157500.0,Working,Higher education,Married,House / apartment,29,279.0,A,N,N,N,B,B,33.0,1.0
6088,6088,M,N,Y,A,126000.0,Pensioner,Secondary / secondary special,Married,Rented apartment,45,0.0,A,N,N,N,A,B,50.0,2.0
6089,6089,F,N,N,C,112500.0,State servant,Secondary / secondary special,Married,House / apartment,27,1162.0,C,Y,Y,N,B,D,6.0,0.0
6090,6090,F,Y,N,B,135000.0,Working,Higher education,Married,Municipal apartment,34,2482.0,A,N,N,N,D,C,46.0,2.0
6091,6091,F,N,Y,B,90000.0,Working,Higher education,Married,House / apartment,28,2378.0,A,N,N,N,B,C,13.0,2.0
6092,6092,F,Y,N,C,270000.0,State servant,Higher education,Married,House / apartment,43,3505.0,C,Y,Y,N,A,D,12.0,2.0
6093,6093,F,Y,N,A,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,49,6105.0,A,N,N,N,B,B,20.0,2.0
6094,6094,M,Y,Y,B,292500.0,Commercial associate,Higher education,Married,House / apartment,28,742.0,D,Y,Y,Y,B,C,15.0,2.0
6095,6095,F,N,Y,A,328500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,57,0.0,A,N,N,N,A,B,55.0,0.0
6097,6097,F,N,Y,A,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,53,121.0,B,N,Y,N,A,A,12.0,0.0
6098,6098,F,N,Y,C,76500.0,Working,Secondary / secondary special,Married,House / apartment,31,1632.0,B,Y,N,N,C,D,53.0,2.0
6099,6099,F,N,N,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,A,N,N,N,A,B,4.0,1.0
6101,6101,F,N,N,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,61,1230.0,B,N,Y,N,C,B,13.0,2.0
6102,6102,M,Y,N,A,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,28,0.0,A,N,N,N,A,B,43.0,2.0
6103,6103,F,N,Y,A,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,51,2506.0,A,N,N,N,C,A,42.0,2.0
6104,6104,F,N,Y,A,202500.0,Working,Higher education,Married,House / apartment,47,4363.0,C,Y,Y,N,B,B,12.0,2.0
6105,6105,F,N,N,A,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,A,N,N,N,A,B,40.0,2.0
6106,6106,M,N,Y,A,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,27,189.0,A,N,N,N,B,A,25.0,2.0
6107,6107,F,Y,Y,A,157500.0,Commercial associate,Higher education,Married,House / apartment,46,3055.0,A,N,N,N,B,B,23.0,2.0
6108,6108,F,N,Y,A,247500.0,Pensioner,Higher education,Married,House / apartment,60,0.0,A,N,N,N,A,B,12.0,1.0
6109,6109,F,N,Y,A,135000.0,Working,Higher education,Single / not married,House / apartment,24,1133.0,A,N,N,N,D,A,2.0,1.0
6110,6110,M,N,Y,B,157500.0,State servant,Secondary / secondary special,Married,House / apartment,27,873.0,A,N,N,N,B,C,49.0,2.0
6111,6111,F,N,N,A,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56,0.0,A,N,N,N,A,B,3.0,1.0
6112,6112,M,Y,N,A,157500.0,Working,Secondary / secondary special,Married,Rented apartment,33,307.0,C,Y,Y,N,B,B,38.0,2.0
6113,6113,F,N,N,A,135000.0,State servant,Secondary / secondary special,Married,House / apartment,51,3505.0,B,N,Y,N,A,B,48.0,2.0
6114,6114,F,Y,Y,C,103500.0,Working,Secondary / secondary special,Married,House / apartment,32,1600.0,A,N,N,N,B,D,28.0,2.0
6115,6115,F,N,Y,A,180000.0,Working,Higher education,Married,House / apartment,43,854.0,A,N,N,N,B,B,30.0,1.0
6116,6116,F,N,Y,A,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,40,3505.0,C,N,Y,Y,A,B,55.0,2.0
6117,6117,F,N,Y,A,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,B,N,Y,N,A,B,3.0,1.0
6118,6118,F,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,B,N,Y,N,A,B,29.0,0.0
6119,6119,M,Y,Y,D,180000.0,Working,Secondary / secondary special,Married,House / apartment,41,638.0,A,N,N,N,B,D,1.0,1.0
6120,6120,F,N,Y,A,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,0.0,A,N,N,N,A,B,30.0,2.0
6121,6121,M,N,N,A,270000.0,Working,Secondary / secondary special,Married,House / apartment,43,7259.0,C,Y,Y,N,B,B,17.0,0.0
6122,6122,M,N,Y,C,99000.0,Working,Secondary / secondary special,Married,House / apartment,38,1026.0,C,Y,Y,N,B,D,50.0,1.0
6123,6123,F,N,N,A,270000.0,Working,Higher education,Married,House / apartment,48,5792.0,C,Y,Y,N,D,B,33.0,2.0
6124,6124,F,Y,Y,A,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,2714.0,C,Y,Y,N,B,B,1.0,1.0
6125,6125,M,Y,N,B,180000.0,Working,Secondary / secondary special,Married,House / apartment,35,2684.0,B,Y,N,N,A,C,36.0,2.0
6126,6126,F,N,Y,A,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,B,N,Y,N,A,B,56.0,2.0
6127,6127,F,Y,Y,A,157500.0,Working,Secondary / secondary special,Married,House / apartment,57,1142.0,B,N,N,Y,C,B,16.0,2.0
6128,6128,M,N,Y,B,90000.0,Working,Secondary / secondary special,Separated,House / apartment,33,291.0,A,N,N,N,B,B,25.0,2.0
6129,6129,F,N,Y,B,123750.0,Working,Secondary / secondary special,Married,House / apartment,39,1081.0,A,N,N,N,C,C,10.0,2.0
6130,6130,M,Y,Y,A,315000.0,Working,Higher education,Married,House / apartment,39,597.0,A,N,N,N,B,B,11.0,2.0
6131,6131,F,N,Y,A,135000.0,Working,Secondary / secondary special,Married,House / apartment,49,5190.0,A,N,N,N,C,B,50.0,1.0
6132,6132,M,Y,Y,C,157500.0,Commercial associate,Higher education,Married,With parents,38,626.0,A,N,N,N,B,D,2.0,1.0
6133,6133,F,Y,N,A,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,38,5330.0,B,N,Y,N,A,B,37.0,0.0
6134,6134,M,Y,Y,B,259500.0,Working,Higher education,Married,House / apartment,33,1194.0,B,Y,N,N,D,C,3.0,1.0
6135,6135,M,Y,N,A,90000.0,Working,Secondary / secondary special,Married,House / apartment,42,4004.0,C,Y,Y,N,A,B,60.0,2.0
6136,6136,M,Y,N,B,144000.0,Working,Secondary / secondary special,Married,House / apartment,33,196.0,C,Y,Y,N,B,C,32.0,2.0
6137,6137,M,Y,Y,B,315000.0,Working,Secondary / secondary special,Married,House / apartment,48,2851.0,B,N,Y,N,B,C,30.0,2.0
6138,6138,F,N,N,A,67500.0,Working,Secondary / secondary special,Married,With parents,42,3505.0,C,Y,Y,N,C,B,21.0,2.0
6139,6139,M,N,Y,A,292500.0,Working,Secondary / secondary special,Married,House / apartment,54,3505.0,B,N,N,Y,B,B,44.0,2.0
6140,6140,M,N,Y,B,225000.0,State servant,Secondary / secondary special,Married,House / apartment,25,2054.0,A,N,N,N,B,C,1.0,1.0
6141,6141,M,N,Y,A,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,A,N,N,N,A,B,17.0,2.0
6142,6142,F,N,N,A,259500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57,6180.0,A,N,N,N,B,B,28.0,2.0
6143,6143,M,Y,N,A,99000.0,Working,Higher education,Married,With parents,28,436.0,A,N,N,N,A,B,45.0,0.0
6144,6144,F,N,Y,A,270000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,36,235.0,D,Y,Y,Y,B,A,43.0,2.0
6145,6145,F,N,Y,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,49,2773.0,B,N,Y,N,B,B,46.0,2.0
6146,6146,F,N,Y,B,166500.0,Working,Secondary / secondary special,Married,House / apartment,55,3505.0,B,N,Y,N,A,C,9.0,2.0
6147,6147,M,N,Y,A,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25,1472.0,B,N,Y,N,B,A,3.0,1.0
6148,6148,F,N,Y,A,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,56,661.0,A,N,N,N,B,B,50.0,0.0
6149,6149,M,N,N,A,112500.0,Working,Secondary / secondary special,Married,House / apartment,33,2007.0,A,N,N,N,B,B,50.0,1.0
6150,6150,F,N,Y,A,90000.0,State servant,Higher education,Married,House / apartment,35,543.0,C,Y,Y,N,B,B,3.0,0.0
6151,6151,F,N,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,3413.0,B,N,Y,N,A,B,4.0,2.0
6152,6152,F,N,Y,A,259500.0,Working,Secondary / secondary special,Single / not married,House / apartment,38,5849.0,A,N,N,N,D,A,27.0,2.0
6153,6153,F,Y,N,B,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34,4614.0,A,N,N,N,B,C,45.0,2.0
6154,6154,F,Y,N,A,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,500.0,A,N,N,N,B,B,34.0,2.0
6155,6155,M,Y,N,A,360000.0,Working,Higher education,Civil marriage,House / apartment,32,3092.0,B,Y,N,N,D,B,43.0,1.0
6156,6156,M,N,Y,A,157500.0,Working,Incomplete higher,Married,House / apartment,37,453.0,C,Y,Y,N,A,B,22.0,1.0
6157,6157,M,N,N,A,135000.0,Working,Secondary / secondary special,Separated,House / apartment,38,3174.0,A,N,N,N,B,A,30.0,1.0
6158,6158,F,N,Y,A,162000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,61,0.0,B,N,Y,N,A,B,28.0,2.0
6159,6159,F,N,N,A,90000.0,Working,Higher education,Separated,House / apartment,59,1526.0,A,N,N,N,B,A,12.0,1.0
6160,6160,M,Y,Y,C,202500.0,Working,Higher education,Married,House / apartment,30,917.0,B,N,Y,N,B,D,28.0,2.0
6161,6161,M,Y,N,A,252000.0,Working,Higher education,Married,House / apartment,41,5300.0,C,Y,Y,N,B,B,53.0,1.0
6162,6162,M,Y,N,C,112500.0,Working,Higher education,Married,House / apartment,40,127.0,A,N,N,N,B,D,14.0,2.0
6163,6163,M,N,Y,A,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53,0.0,B,N,Y,N,A,B,51.0,1.0
6164,6164,F,N,N,B,180000.0,Working,Secondary / secondary special,Married,With parents,29,2592.0,A,N,N,N,A,C,41.0,2.0
6165,6165,M,Y,Y,B,306000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,1309.0,B,N,Y,N,D,C,7.0,2.0
6166,6166,F,N,Y,B,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,40,1350.0,B,N,Y,N,B,C,59.0,1.0
6167,6167,M,Y,Y,A,234000.0,Working,Secondary / secondary special,Married,House / apartment,42,3016.0,A,N,N,N,B,B,39.0,2.0
6168,6168,M,N,Y,C,112500.0,Working,Secondary / secondary special,Married,House / apartment,38,869.0,B,Y,N,N,B,D,7.0,2.0
6169,6169,F,N,N,A,67500.0,Working,Secondary / secondary special,Married,House / apartment,50,1160.0,B,Y,N,N,A,B,56.0,0.0
6170,6170,F,N,Y,A,193500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,0.0,A,N,N,N,A,B,1.0,0.0
6171,6171,M,Y,N,C,270000.0,Working,Secondary / secondary special,Married,House / apartment,41,3201.0,A,N,N,N,B,D,17.0,2.0
6172,6172,M,Y,Y,A,180000.0,Working,Secondary / secondary special,Married,House / apartment,46,1680.0,A,N,N,N,B,B,31.0,2.0
6173,6173,F,Y,N,A,90000.0,Working,Higher education,Single / not married,House / apartment,43,5483.0,C,Y,Y,N,B,A,10.0,2.0
6174,6174,F,N,Y,A,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,0.0,A,N,N,N,A,B,51.0,2.0
6175,6175,F,Y,Y,A,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,0.0,A,N,N,N,A,B,2.0,1.0
6176,6176,F,Y,Y,C,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36,1416.0,A,N,N,N,B,D,28.0,2.0
6177,6177,F,N,Y,A,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,0.0,A,N,N,N,A,B,57.0,1.0
6178,6178,M,Y,Y,B,112500.0,Working,Secondary / secondary special,Married,House / apartment,34,451.0,C,Y,N,Y,B,C,56.0,2.0
6179,6179,F,N,Y,B,247500.0,Commercial associate,Higher education,Married,House / apartment,39,1325.0,B,N,N,Y,D,C,13.0,2.0
6180,6180,M,Y,Y,A,270000.0,Working,Higher education,Married,House / apartment,33,356.0,A,N,N,N,A,B,5.0,2.0
6181,6181,F,N,Y,A,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56,0.0,A,N,N,N,A,A,7.0,1.0
6182,6182,F,N,Y,A,112500.0,Pensioner,Higher education,Single / not married,House / apartment,59,0.0,A,N,N,N,A,A,36.0,2.0
6183,6183,F,N,Y,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51,2523.0,C,Y,Y,N,B,B,30.0,0.0
6184,6184,M,Y,N,B,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40,2946.0,C,Y,Y,N,B,C,55.0,2.0
6185,6185,F,N,Y,A,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,59,0.0,A,N,N,N,A,A,47.0,2.0
6186,6186,F,N,Y,A,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,0.0,A,N,N,N,A,B,17.0,2.0
6187,6187,F,N,N,A,112500.0,Pensioner,Higher education,Single / not married,House / apartment,53,0.0,A,N,N,N,A,A,10.0,1.0
6188,6188,F,Y,Y,D,126000.0,Working,Higher education,Married,House / apartment,41,122.0,A,N,N,N,D,D,13.0,1.0
6189,6189,F,N,N,B,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,35,1952.0,A,N,N,N,C,C,8.0,2.0
6190,6190,F,N,Y,B,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29,321.0,A,N,N,N,B,C,7.0,2.0
6191,6191,F,N,Y,A,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30,1447.0,B,N,Y,N,C,B,29.0,1.0
6192,6192,F,N,Y,A,202500.0,State servant,Secondary / secondary special,Separated,House / apartment,46,1692.0,A,N,N,N,C,A,6.0,0.0
6193,6193,M,Y,Y,D,202500.0,Working,Secondary / secondary special,Married,House / apartment,36,3668.0,B,N,Y,N,A,D,28.0,2.0
6194,6194,M,N,Y,A,211500.0,Working,Secondary / secondary special,Single / not married,House / apartment,27,1101.0,C,Y,Y,N,B,A,6.0,2.0
6195,6195,F,N,N,A,247500.0,Working,Higher education,Single / not married,With parents,28,2058.0,B,N,N,Y,B,A,27.0,2.0
6196,6196,M,N,Y,A,180000.0,Working,Incomplete higher,Married,House / apartment,46,5680.0,B,N,Y,N,B,B,44.0,1.0
6197,6197,F,N,Y,A,135000.0,Working,Secondary / secondary special,Widow,House / apartment,57,1651.0,A,N,N,N,C,A,28.0,1.0
6198,6198,F,N,Y,B,247500.0,Commercial associate,Higher education,Married,House / apartment,39,1325.0,B,N,N,Y,D,C,15.0,2.0
6199,6199,F,N,Y,A,175500.0,Commercial associate,Higher education,Married,House / apartment,41,2227.0,C,Y,Y,N,D,B,17.0,0.0
6200,6200,F,N,Y,A,157500.0,Working,Secondary / secondary special,Married,House / apartment,41,1128.0,B,N,Y,N,C,B,7.0,2.0
6201,6201,F,Y,N,A,144000.0,Working,Higher education,Civil marriage,House / apartment,26,857.0,C,Y,Y,N,A,B,51.0,2.0
6202,6202,F,N,N,A,144000.0,Working,Secondary / secondary special,Married,House / apartment,54,4662.0,B,N,Y,N,A,B,50.0,2.0
6203,6203,F,N,Y,A,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48,5649.0,C,N,Y,Y,A,B,5.0,2.0
6204,6204,F,Y,N,A,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,38,1344.0,C,N,Y,Y,B,A,55.0,2.0
6206,6206,F,N,N,A,270000.0,Working,Secondary / secondary special,Married,House / apartment,45,712.0,B,Y,N,N,D,B,5.0,2.0
6207,6207,F,N,N,B,157500.0,Working,Higher education,Married,House / apartment,37,2877.0,B,N,Y,N,B,C,39.0,1.0
6208,6208,M,Y,N,A,259500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,28,1727.0,A,N,N,N,B,A,10.0,2.0
6209,6209,F,N,N,A,180000.0,Working,Higher education,Married,House / apartment,27,704.0,A,N,N,N,B,B,4.0,2.0
6210,6210,M,Y,Y,B,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39,3243.0,A,N,N,N,A,C,4.0,2.0
6212,6212,F,N,N,C,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,38,248.0,C,Y,Y,N,B,D,53.0,2.0
6213,6213,M,Y,Y,C,157500.0,Commercial associate,Higher education,Married,With parents,38,626.0,A,N,N,N,B,D,49.0,2.0
6214,6214,M,Y,N,C,166500.0,Commercial associate,Higher education,Married,House / apartment,33,1199.0,A,N,N,N,B,D,21.0,2.0
6216,6216,M,N,Y,A,180000.0,Working,Higher education,Single / not married,House / apartment,25,959.0,A,N,N,N,B,A,1.0,0.0
6217,6217,M,N,N,A,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,24,984.0,B,N,N,Y,B,B,35.0,2.0
6218,6218,F,N,N,A,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,54,0.0,A,N,N,N,A,A,53.0,2.0
6219,6219,F,N,Y,B,45000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,1057.0,B,Y,N,N,C,C,5.0,2.0
6220,6220,F,Y,Y,A,157500.0,State servant,Secondary / secondary special,Married,House / apartment,51,2423.0,A,N,N,N,B,B,7.0,2.0
6221,6221,F,N,Y,A,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58,0.0,B,N,Y,N,A,A,6.0,0.0
6222,6222,M,Y,Y,B,144000.0,Working,Secondary / secondary special,Married,House / apartment,23,1070.0,B,N,N,Y,B,C,7.0,2.0
6223,6223,M,N,N,A,135000.0,Student,Higher education,Single / not married,With parents,24,581.0,B,N,N,Y,A,A,14.0,2.0
6224,6224,F,N,Y,C,103500.0,Working,Secondary / secondary special,Married,House / apartment,39,6621.0,C,Y,Y,N,C,D,6.0,2.0
6225,6225,M,Y,N,A,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25,1113.0,A,N,N,N,A,A,27.0,2.0
6227,6227,F,Y,N,A,180000.0,State servant,Secondary / secondary special,Married,House / apartment,40,4491.0,A,N,N,N,B,B,32.0,2.0
6228,6228,F,Y,Y,B,157500.0,Working,Higher education,Married,House / apartment,40,4872.0,A,N,N,N,D,C,48.0,2.0
6229,6229,F,N,Y,A,157500.0,Working,Higher education,Married,House / apartment,47,2426.0,A,N,N,N,D,B,14.0,2.0
6230,6230,F,Y,N,A,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,38,5330.0,B,N,Y,N,A,B,6.0,0.0
6231,6231,M,Y,N,B,225000.0,Commercial associate,Higher education,Married,With parents,34,3760.0,B,Y,N,N,B,C,38.0,2.0
6232,6232,F,N,Y,A,196650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,2744.0,A,N,N,N,C,B,16.0,2.0
6233,6233,M,N,Y,A,135000.0,Working,Higher education,Married,House / apartment,46,92.0,A,N,N,N,D,B,54.0,2.0
6234,6234,F,N,Y,C,270000.0,Working,Secondary / secondary special,Married,House / apartment,35,2078.0,D,Y,Y,Y,D,D,15.0,2.0
6235,6235,M,Y,N,A,259500.0,Commercial associate,Higher education,Married,House / apartment,34,2453.0,C,Y,Y,N,D,B,13.0,0.0
6236,6236,F,Y,N,A,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28,3024.0,A,N,N,N,C,A,13.0,2.0
6237,6237,M,N,N,A,259500.0,Commercial associate,Incomplete higher,Married,House / apartment,39,4145.0,C,Y,Y,N,D,B,45.0,2.0
